propertyId,propertyName,secondary_property_type,primary_property_type,latitude,longitude,year_built,address_1,state_abbreviated,msa_code,zip_code,county_name,size,size_field,valuation,population10,income10
10094714,Wendy's-Liverpool,Restaurant,Specialty,43.15471,-76.22811,1980.0,7925 Oswego Road,NY,"Syracuse, NY",13090-1923,Onondaga,,sqft,367.601322040931,331818.0,58224.0
10094715,Wendy's-Oswego,Restaurant,Specialty,43.46153,-76.48316,1986.0,177 State Route 104,NY,"Syracuse, NY",13126-2910,Oswego,,sqft,367.667797322901,46608.0,52443.0
10094716,Wendy's-Vestal,Restaurant,Specialty,42.0965,-75.98094,1995.0,3737 Vestal Parkway,NY,"Binghamton, NY",13850-2330,Broome,,sqft,451.124943099868,175312.0,51785.0
10094763,Walgreens-Lockport,Single Tenant,Other Retail,43.16816,-78.69785,1998.0,5 North Transit Street,NY,"Buffalo-Cheektowaga-Niagara Falls, NY",14094-3601,Niagara,,sqft,208.037143516932,96885.0,65706.0
10094769,Tractor Supply-Macedon,Single Tenant,Other Retail,43.06346,-77.36273,1992.0,280 State Highway 31,NY,"Rochester, NY",14502,Wayne,,sqft,247.020021962345,177480.0,86667.0
10094776,Ingersoll Rand-Annandale,Single Tenant,Other Retail,40.63274,-74.88443,1999.0,1467 Route 31 South,NJ,"New York-Newark-Jersey City, NY-NJ-PA",08801-3118,Hunterdon,,sqft,359.923266087368,104423.0,117682.0
10094779,Family Dollar-Sodus,Single Tenant,Other Retail,43.2301,-77.03765,2013.0,7269 Ridge Road,NY,"Rochester, NY",14551-9336,Wayne,,sqft,202.982545630235,23081.0,57740.0
10094796,Family Dollar-Broad Top,Single Tenant,Other Retail,40.20192,-78.13613,2013.0,5150 Railroad Avenue,PA,"Huntingdon, PA",16621,Huntingdon,,sqft,188.414143969405,11963.0,48664.0
10094807,Amega West-West Alexander,Single Tenant,Other Retail,40.09568,-80.50825,2010.0,5 Greaves Road,PA,"Pittsburgh, PA",15376,Washington,,sqft,250.120004245068,36748.0,55290.0
10094809,Cactus Wellhead-DuBois,Single Tenant,Other Retail,41.18557,-78.89264,2012.0,194 Aviation Way,PA,,15851-8188,Jefferson,,sqft,201.897335159403,34721.0,48618.0
10094849,Ingram Micro-Amherst,Single Tenant,Other Retail,42.95594,-78.72744,1986.0,1759 Wehrle Drive,NY,"Buffalo-Cheektowaga-Niagara Falls, NY",14221-7033,Erie,,sqft,253.251904161826,715642.0,53658.0
10094871,Iron Mountain-Mohnton,Warehouse/ Distribution Center,Industrial,40.24137,-75.94003,1979.0,30 Kremp Road,PA,"Reading, PA",19540-8712,Berks,,sqft,63.2443585143737,277862.0,56318.0
10094946,Bahama Breeze-Pittsburgh,Restaurant,Specialty,40.45076,-80.15928,2004.0,6100 Robinson Center Drive,PA,"Pittsburgh, PA",15205-4860,Allegheny,,sqft,393.533506110737,474977.0,63031.0
10094958,Olive Garden-Langhorne,Restaurant,Specialty,40.17788,-74.88107,1996.0,2245 East Lincoln Highway,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19056-3033,Bucks,,sqft,394.979680929648,718314.0,75806.0
10094959,Olive Garden-Pittsburgh,Restaurant,Specialty,40.4504,-80.16158,2003.0,6000 Robinson Center Drive,PA,"Pittsburgh, PA",15205-4859,Allegheny,,sqft,384.375643492776,467642.0,63216.0
10094965,Smokey Bones-Pittsburgh,Restaurant,Specialty,40.45042,-80.16051,2000.0,6050 Robinson Center Drive,PA,"Pittsburgh, PA",15205-4859,Allegheny,,sqft,385.334641598463,470466.0,63145.0
10094983,IFM Efectors-Malvern,Single Tenant,Other Retail,40.07587,-75.53667,2014.0,Route 29,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19355,Chester,,sqft,316.475970951699,404776.0,107896.0
10095073,FedEx-Marcy,Warehouse/ Distribution Center,Industrial,43.136,-75.27509,2006.0,101 Candella Express Drive,NY,"Utica-Rome, NY",13403-2307,Oneida,,sqft,107.441831321091,147508.0,52281.0
10095108,Family Dollar-Stratford,Single Tenant,Other Retail,39.83069,-75.02152,2014.0,198 Warwick Road,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",08084-1624,Camden,,sqft,301.876858224212,822696.0,75665.0
10095379,Red Lobster-Cherry Hill,Restaurant,Specialty,39.93973,-75.02141,1984.0,2100 Route 38,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",08002-2043,Camden,,sqft,390.615843624571,1728325.0,57053.0
10095381,Red Lobster-Deptford,Restaurant,Specialty,39.82632,-75.10052,1991.0,301-I North Almonesson Road,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",08096,Gloucester,,sqft,398.236732716035,974386.0,70738.0
10095385,Red Lobster-Vineland,Restaurant,Specialty,39.4326,-75.03993,1995.0,3849 South Delsea Drive,NJ,"Vineland-Bridgeton, NJ",08360-7408,Cumberland,,sqft,391.928602474105,134979.0,58385.0
10095392,Red Lobster-Amherst,Restaurant,Specialty,42.97384,-78.69763,1980.0,7540 Transit Road,NY,"Buffalo-Cheektowaga-Niagara Falls, NY",14221-6018,Erie,,sqft,366.369335506951,589621.0,56717.0
10095394,Red Lobster-Brooklyn,Restaurant,Specialty,40.65099,-73.87005,2003.0,455 Gateway Drive,NY,"New York-Newark-Jersey City, NY-NJ-PA",11239-2806,Kings,,sqft,577.832540689879,5931205.0,74728.0
10095397,Red Lobster-Henrietta,Restaurant,Specialty,43.08642,-77.62524,1976.0,655 West Jefferson Road,NY,"Rochester, NY",14623-3231,Monroe,,sqft,374.927153311583,535123.0,55693.0
10095398,Red Lobster-Hicksville,Restaurant,Specialty,40.77723,-73.5277,1982.0,1 Nevada Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",11801-1329,Nassau,,sqft,385.66501624474,1241332.0,116277.0
10095399,Red Lobster-Liverpool,Restaurant,Specialty,43.18475,-76.23952,1975.0,3938 State Route 31,NY,"Syracuse, NY",13090-1312,Onondaga,,sqft,364.677918602573,234792.0,64900.0
10095401,Red Lobster-Poughkeepsie,Restaurant,Specialty,41.64335,-73.92207,1981.0,2255 Route 9,NY,"New York-Newark-Jersey City, NY-NJ-PA",12601,Dutchess,,sqft,398.082668298923,235096.0,78632.0
10095402,Red Lobster-Rochester I,Restaurant,Specialty,43.16119,-77.61027,1985.0,,NY,"Rochester, NY",,Monroe,,sqft,383.448129548471,,
10095403,Red Lobster-Ronkonkoma,Restaurant,Specialty,40.8131,-73.10065,2005.0,5010 Expressway Drive South,NY,"New York-Newark-Jersey City, NY-NJ-PA",11779-5551,Suffolk,,sqft,506.66702845776,719406.0,99932.0
10095405,Red Lobster-Valley Stream,Restaurant,Specialty,40.66514,-73.72226,1983.0,606 West Sunrise Highway,NY,"New York-Newark-Jersey City, NY-NJ-PA",11581-1010,Nassau,,sqft,400.078171111215,2990331.0,82368.0
10095406,Red Lobster-Vestal,Restaurant,Specialty,42.09142,-76.02974,1976.0,1200 Vestal Parkway East,NY,"Binghamton, NY",13850-1835,Broome,,sqft,378.267134393123,166560.0,51330.0
10095407,Red Lobster-Watertown,Restaurant,Specialty,43.97498,-75.95668,1993.0,20831 State Route 3,NY,"Watertown-Fort Drum, NY",13601-5577,Jefferson,,sqft,410.358268604069,64804.0,51171.0
10095408,Red Lobster-Yonkers,Restaurant,Specialty,40.92904,-73.85019,2012.0,5135 Xavier Drive,NY,"New York-Newark-Jersey City, NY-NJ-PA",10704-1332,Westchester,,sqft,523.364031200991,2895042.0,66749.0
10095458,Red Lobster-Bartonsville,Restaurant,Specialty,41.00045,-75.271,2010.0,3588 Route 611,PA,"East Stroudsburg, PA",18321-1766,Monroe,,sqft,399.436310476236,117077.0,61841.0
10095459,Red Lobster-Chambersburg,Restaurant,Specialty,39.91432,-77.65294,1991.0,935 Wayne Avenue,PA,"Chambersburg-Waynesboro, PA",17201-4816,Franklin,,sqft,400.4734274702,90204.0,63615.0
10095460,Red Lobster-Du Bois,Restaurant,Specialty,41.12485,-78.73835,1995.0,813 East Dubois Avenue,PA,"DuBois, PA",15801-3801,Clearfield,,sqft,385.034830832864,35682.0,49700.0
10095462,Red Lobster-Greensburg,Restaurant,Specialty,40.30086,-79.4919,1989.0,5080 Route 30 East,PA,"Pittsburgh, PA",15601-6461,Westmoreland,,sqft,324.023079621487,146601.0,59277.0
10095463,Red Lobster-Hanover I,Restaurant,Specialty,39.82467,-76.98045,1995.0,407 Eisenhower Drive,PA,"York-Hanover, PA",17331-5227,York,,sqft,386.938389510513,116850.0,65598.0
10095467,Red Lobster-Lancaster I,Restaurant,Specialty,40.03049,-76.23597,1977.0,2090 Lincoln Highway East,PA,"Lancaster, PA",17602-3395,Lancaster,,sqft,337.62899453502,301104.0,61956.0
10095468,Red Lobster-Langhorne,Restaurant,Specialty,40.17818,-74.88017,1996.0,2275 East Lincoln Highway,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19047-3033,Bucks,,sqft,418.084606164701,717165.0,75803.0
10095469,Red Lobster-Mechanicsburg,Restaurant,Specialty,40.23796,-76.96373,1976.0,4711 Carlisle Pike,PA,"Harrisburg-Carlisle, PA",17050-3024,Cumberland,,sqft,378.763134547649,322788.0,63307.0
10095471,Red Lobster-Philadelphia,Restaurant,Specialty,40.07606,-75.03437,1977.0,9140 Roosevelt Boulevard East,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19115-4714,Philadelphia,,sqft,402.319869639582,1624550.0,57228.0
10095472,Red Lobster-Pittsburgh,Restaurant,Specialty,40.5194,-80.0043,1976.0,4766 McKnight Road,PA,"Pittsburgh, PA",15237-3416,Allegheny,,sqft,359.054920390462,729767.0,59665.0
10095473,Red Lobster-Pittsburgh I,Restaurant,Specialty,40.33847,-79.95198,1977.0,259 Clairton Boulevard,PA,"Pittsburgh, PA",15122-1401,Allegheny,,sqft,355.028097180691,756221.0,55914.0
10095474,Red Lobster-Pittsburgh II,Restaurant,Specialty,40.45131,-80.16049,1987.0,6150 Robinson Center Drive,PA,"Pittsburgh, PA",15205-4860,Allegheny,,sqft,353.203587365593,470678.0,63165.0
10095475,Red Lobster-Pottstown,Restaurant,Specialty,40.25425,-75.66055,1995.0,223 Shoemaker Road,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19464-6441,Montgomery,,sqft,400.490409524386,196030.0,79283.0
10095476,Red Lobster-Scranton,Restaurant,Specialty,41.47037,-75.63667,2001.0,1502 Scranton Carbondale Hwy,PA,"Scranton--Wilkes-Barre--Hazleton, PA",18508-1136,Lackawanna,,sqft,384.207664346035,190162.0,52403.0
10095477,Red Lobster-Springfield III,Restaurant,Specialty,39.92409,-75.31217,1983.0,1 Baltimore Pike,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19064-3732,Delaware,,sqft,390.815892220058,1355227.0,65480.0
10095478,Red Lobster-State College,Restaurant,Specialty,40.80755,-77.8962,1999.0,1670 North Atherton Street,PA,"State College, PA",16803-1416,Centre,,sqft,398.401426271317,119853.0,70230.0
10095479,Red Lobster-Washington,Restaurant,Specialty,40.18491,-80.22355,1976.0,1005 Trinity Circle,PA,"Pittsburgh, PA",15301-2973,Washington,,sqft,341.43468921679,111252.0,71247.0
10095480,Red Lobster-Whitehall,Restaurant,Specialty,40.63365,-75.47937,1977.0,800 Lehigh Valley Mall,PA,"Allentown-Bethlehem-Easton, PA-NJ",18052,Lehigh,,sqft,340.495367895486,477823.0,64638.0
10099612,Family Dollar-Wolcott,Single Tenant,Other Retail,43.21916,-76.81473,2014.0,6006 New Hartford Street,NY,"Rochester, NY",14590-1143,Wayne,8320.0,sqft,205.023419855897,18786.0,54404.0
10149753,Art Van Furniture-Hanover,Single Tenant,Other Retail,39.81116,-76.98537,1996.0,,PA,"York-Hanover, PA",,York,,sqft,205.151385448383,,
10149754,Art Van Furniture-Johnstown,Single Tenant,Other Retail,40.32644,-78.91957,1969.0,,PA,"Johnstown, PA",,Cambria,,sqft,233.12498398227,,
10149755,Art Van Furniture-Lancaster,Single Tenant,Other Retail,40.03965,-76.306,1978.0,,PA,"Lancaster, PA",,Lancaster,,sqft,313.167190880416,,
10149778,Bob Evans-Phoenixville,Restaurant,Specialty,40.13307,-75.45024,1999.0,100 Cresson Boulevard,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19460-1173,Montgomery,,sqft,369.951961524195,448745.0,104212.0
10149779,Bob Evans-Wilkes-Barre,Restaurant,Specialty,41.23735,-75.85384,2003.0,920 Schechter Drive,PA,"Scranton--Wilkes-Barre--Hazleton, PA",18706,Luzerne,,sqft,317.591100937853,208087.0,53888.0
10149796,LA Fitness-Webster,Health Club,Specialty,43.2139,-77.44871,2014.0,929 Holt Road,NY,"Rochester, NY",14580-9101,Monroe,,sqft,352.462074138847,394613.0,58350.0
10136642,Bally's Atlantic City,Casino,Casino,39.35728,-74.43362,1979.0,1900 Pacific Avenue,NJ,"Atlantic City-Hammonton, NJ",08401-6714,Atlantic,121624.0,sqft,1540.21841388163,168190.0,58419.0
10136644,Caesars Atlantic City,Casino,Casino,39.35617,-74.43593,1979.0,2100 Pacific Ave,NJ,"Atlantic City-Hammonton, NJ",08401-6612,Atlantic,115225.0,sqft,1540.21841388163,169294.0,58496.0
10107782,JPMorgan Chase Bank-Long Branch,Single Tenant,Other Retail,40.28428,-73.9892,,160 Brighton Avenue,NJ,"New York-Newark-Jersey City, NY-NJ-PA",07740-5302,Monmouth,,sqft,460.737075345061,274441.0,89841.0
10108156,7-Eleven-Flanders,Single Tenant,Other Retail,40.90952,-72.63365,,721 Flanders Road,NY,"New York-Newark-Jersey City, NY-NJ-PA",11901-3835,Suffolk,,sqft,460.261773363034,91307.0,80673.0
10494,Paramus,Office,Office,40.915475,-74.054495,1967.0,210 East State Route 4,NJ,"New York-Newark-Jersey City, NY-NJ-PA",07652-5108,Bergen,129000.0,sqft,190.841714290195,2963146.0,71740.0
10496,Union Square South 4,Street Retail,Other Retail,40.734579,-73.991367,1965.0,40 East 14th Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10003,New York,206000.0,sqft,1046.13275503597,7680005.0,68096.0
25444,Seventh Avenue 825-Manhattan,Office,Office,40.76313,-73.981577,1968.0,825 Seventh Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10019-6014,New York,165000.0,sqft,157.194243369993,7697412.0,67744.0
25473,Two Penn Plaza,Office,Office,40.750088,-73.992063,1968.0,2 Penn Plaza,NY,"New York-Newark-Jersey City, NY-NJ-PA",10121-0101,New York,1634000.0,sqft,407.599238592584,7684490.0,67722.0
25474,Eleven Penn Plaza,Office,Office,40.749175,-73.991432,1923.0,11 Penn Plaza,NY,"New York-Newark-Jersey City, NY-NJ-PA",10001-2006,New York,1151000.0,sqft,446.992844838983,7700539.0,67741.0
25478,Madison Avenue 330,Office,Office,40.753264,-73.979305,1963.0,330 Madison Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10017-5001,New York,846000.0,sqft,613.767585963839,7799892.0,67915.0
28578,Park Avenue 90,Office,Office,40.750753,-73.979356,1964.0,90 Park Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10016-1301,New York,962000.0,sqft,579.332164843027,7811452.0,67912.0
28665,Hotel Pennsylvania,Full-Service Hotel,Hotel,40.749954,-73.991058,1919.0,401 7th Avenue,NY,,10001-3463,New York,1700.0,number_of_rooms,219776.564733241,7694508.0,67735.0
30192,East 58th Street 150,Office,Office,40.761053,-73.968101,1969.0,150 East 58th Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10155-0002,New York,543000.0,sqft,566.682948564471,7775441.0,68100.0
30378,Fifth Avenue 640,Office,Office,40.759507,-73.97693,1950.0,640 Fifth Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10019-6102,New York,315000.0,sqft,714.788567927237,7771182.0,67930.0
33387,Third Avenue 1131,Street Retail,Other Retail,40.7661,-73.96289,1911.0,1131 3rd Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10065-6229,New York,23000.0,sqft,1489.61055022964,7727725.0,68220.0
33388,One Penn Plaza,Office,Office,40.75124,-73.99229,1972.0,One Penn Plaza,NY,"New York-Newark-Jersey City, NY-NJ-PA",10119-0002,New York,2538000.0,sqft,452.240007976028,7682497.0,67683.0
34877,Seventh Avenue 888,Office,Office,40.765172,-73.980784,1980.0,888 Seventh Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10106-0001,New York,886000.0,sqft,608.667754959651,7673668.0,67791.0
34878,Fulton Street 40,Office,Office,40.707831,-74.004798,1987.0,40 Fulton Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10038-1850,New York,251000.0,sqft,416.399815092283,6999983.0,70658.0
35437,Broadway 770,Office,Office,40.730634,-73.991512,1907.0,770 Broadway,NY,"New York-Newark-Jersey City, NY-NJ-PA",10003-9522,New York,1183000.0,sqft,493.335183217258,7618638.0,68311.0
35725,West 34th Street 330,Office,Office,40.752879,-73.995092,1925.0,330 West 34th Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10001-2406,New York,721000.0,sqft,496.157064857245,7660800.0,67577.0
37866,Fifth Avenue 689,Office,Office,40.761101,-73.974929,1925.0,689 Fifth Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10022-3133,New York,98000.0,sqft,528.83013384435,7760272.0,67964.0
44279,Third Avenue 909,Office,Office,40.758348,-73.968042,1969.0,909 3rd Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10022-4731,New York,1352000.0,sqft,434.486269171768,7819007.0,68122.0
52167,Madison Avenue 595,Office,Office,40.762402,-73.971842,1968.0,595 Madison Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10022-1907,New York,329000.0,sqft,618.01760509889,7749077.0,68038.0
52757,Rego Park I,Shopping Center,Shopping Center,40.73157,-73.86248,,96-05 Queens Boulevard,NY,"New York-Newark-Jersey City, NY-NJ-PA",11374-1131,Queens,343000.0,sqft,447.133234411168,7774378.0,70780.0
52759,Flushing,Street Retail,Other Retail,40.75942,-73.8297,,13620 Roosevelt Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",11354-5661,Queens,167000.0,sqft,2239.49499298967,7183923.0,70782.0
52761,Lexington Avenue 715,Street Retail,Other Retail,40.761341,-73.96851,1923.0,715 Lexington Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10022-2053,New York,23000.0,sqft,4455.08859958958,7773214.0,68099.0
52762,Rego Park II,Shopping Center,Shopping Center,40.73323,-73.86354,2011.0,61-35 Junction Boulevard,NY,"New York-Newark-Jersey City, NY-NJ-PA",11374-2771,Queens,609000.0,sqft,702.770184218933,7787187.0,70713.0
52763,Paramus IKEA,Single Tenant,Other Retail,40.924288,-74.073299,,100 Ikea Drive,NJ,"New York-Newark-Jersey City, NY-NJ-PA",07652-1267,Bergen,,sqft,325.788895681194,2200106.0,81119.0
58011,West 34th Street 7,Office,Office,40.74905,-73.98524,1901.0,7 West 34th Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10001-8100,New York,477000.0,sqft,805.623842348256,7758236.0,67813.0
61012,Seventh Avenue 435,Street Retail,Other Retail,40.750672,-73.990389,2002.0,435 Seventh Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10001-2001,New York,43000.0,sqft,1455.00438391502,7703603.0,67695.0
68360,Lexington Avenue 731,Office,Office,40.761689,-73.968012,2004.0,731 Lexington Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10022-1331,New York,1063000.0,sqft,1532.15869579068,7765608.0,68130.0
72969,Seventh Avenue 825-Retail,Street Retail,Other Retail,40.76299,-73.98159,,825 7th Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10019-6014,New York,4000.0,sqft,993.317945727282,7702690.0,67760.0
74190,Broadway 478-486,Street Retail,Other Retail,40.721528,-73.99962,2009.0,478-486 Broadway,NY,"New York-Newark-Jersey City, NY-NJ-PA",10013-2620,New York,85000.0,sqft,1601.81619829645,7380059.0,69287.0
75229,Third Avenue 968,Street Retail,Other Retail,40.76091,-73.967293,,968 3rd Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10022-2052,New York,6000.0,sqft,4271.74058234239,7779790.0,68128.0
75343,Madison Avenue 828-850,Street Retail,Other Retail,40.770029,-73.966938,,828-850 Madison Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10021-4901,New York,18000.0,sqft,4344.60993211474,7649455.0,68111.0
77817,Madison Avenue 759-771/East 66th 40,Multi-Use,Multi-Use,40.76769,-73.96807,,759-771 Madison Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10065-6515,New York,23000.0,sqft,2755.19591107671,7681623.0,68122.0
134926,Spring Street 148,Street Retail,Other Retail,40.724204,-74.001419,,148 Spring Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10012-3898,New York,8000.0,sqft,2191.34430421265,7382667.0,69156.0
134927,Spring Street 150,Street Retail,Other Retail,40.724471,-74.001272,,150 Spring Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10012-3831,New York,7000.0,sqft,1792.47211863437,7384095.0,69150.0
10013546,Land-Borgata,Land,Specialty,39.377598,-74.435219,,1 Borgata Way,NJ,,08401-1946,Atlantic,11.3,number_of_acres,967617.47757771,176601.0,59202.0
10014110,Fifth Avenue 510,Street Retail,Other Retail,40.754131,-73.980668,,510 Fifth Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10036-7507,New York,66000.0,sqft,1827.12818089208,7784832.0,67872.0
10017354,Wayne Town Center,Shopping Center,Shopping Center,40.890074,-74.253783,,260 Wayne Towne Center,NJ,"New York-Newark-Jersey City, NY-NJ-PA",07470-6931,Passaic,677000.0,sqft,166.119928284141,1395301.0,86496.0
10018078,One Park Avenue,Office,Office,40.745863,-73.981578,,One Park Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10016-5802,New York,943000.0,sqft,649.930309730657,7801366.0,67904.0
10026431,Canal Street 334,Multifamily,Multifamily,40.720045,-74.003365,,334 Canal Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10013-2521,New York,4.0,number_of_units,1525648.78516326,7285048.0,69591.0
10031172,Crowne Plaza-Times Square,Multi-Use,Multi-Use,40.76049,-73.98494,,1605 Broadway,NY,,10019-7406,New York,243000.0,sqft,1504.82788939497,7695921.0,67670.0
10031360,Lucida,Multi-Use,Multi-Use,40.779335,-73.955696,,1275 Lexington Avenue,NY,,10028-2003,New York,155000.0,sqft,1487.3099212717,7527659.0,68663.0
10037374,Fifth Avenue 666-Retail,Street Retail,Other Retail,40.7603,-73.97667,,666 Fifth Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10103-0001,New York,114000.0,sqft,4343.17312013459,7763650.0,67925.0
10038128,West 93rd Street 50-70,Multifamily,Multifamily,40.790464,-73.968515,,50/70 West 93rd Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10025-7612,New York,325.0,number_of_units,806157.496394502,7225740.0,69120.0
10039502,Broadway 501,Street Retail,Other Retail,40.722315,-73.999641,,501 Broadway,NY,"New York-Newark-Jersey City, NY-NJ-PA",10012-4401,New York,9000.0,sqft,3570.68207498377,7386984.0,69234.0
10042768,Marriott Marquis-Retail & Signage,Multi-Use,Multi-Use,40.75843,-73.985687,,1535 Broadway,NY,,10036-4077,New York,107000.0,sqft,1298.37832513233,7709740.0,67687.0
10044444,Independence Plaza,Multifamily,Multifamily,40.719171,-74.010721,1974.0,40 Harrison Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10013-2742,New York,1327.0,number_of_units,472351.42636192,7142506.0,69957.0
10046387,Fifth Avenue 608,Office,Office,40.757837,-73.977959,1932.0,608 Fifth Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10020-2303,New York,137000.0,sqft,563.311301779044,7785620.0,67924.0
10053867,Broadway 443,Street Retail,Other Retail,40.720421,-74.001387,,443 Broadway,NY,"New York-Newark-Jersey City, NY-NJ-PA",10013-2573,New York,16000.0,sqft,3569.01281196268,7336554.0,69424.0
10054076,Fifth Avenue 655,Street Retail,Other Retail,40.759806,-73.975843,,655 5th Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10022,New York,57000.0,sqft,4104.60962158189,7769215.0,67949.0
10056714,Madison Avenue 650,Office,Office,40.764145,-73.971303,,650 Madison Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10022-1029,New York,592000.0,sqft,741.824205750433,7719097.0,68060.0
10058397,Third Avenue 966,Street Retail,Other Retail,40.760886,-73.967419,,966 3rd Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10022-2052,New York,7000.0,sqft,3665.88497983526,7780436.0,68119.0
10062733,The Alexander Apartment Tower,Multifamily,Multifamily,40.73242,-73.8632,2016.0,6155 Junction Boulevard,NY,"New York-Newark-Jersey City, NY-NJ-PA",11374-2780,Queens,312.0,number_of_units,396714.31545535,7782016.0,70728.0
10074693,Saint Regis-Retail,Street Retail,Other Retail,40.76148,-73.97477,,697-703 Fifth Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10022-3111,New York,26000.0,sqft,4040.73342404762,7751695.0,67965.0
10084063,Canal Street 304,Multifamily,Multifamily,40.71966,-74.00265,1910.0,304 Canal Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10013,New York,4.0,number_of_units,1391890.82629496,7304769.0,69541.0
10085338,Center Building,Office,Office,40.75159,-73.93145,1915.0,33-00 Northern Boulevard,NY,"New York-Newark-Jersey City, NY-NJ-PA",11101-2221,Queens,471000.0,sqft,525.714997494493,7933371.0,68215.0
10097171,West 32nd Street 138-142,Street Retail,Other Retail,40.74902,-73.9903,1920.0,138-142 West 32nd Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10001-3202,New York,8000.0,sqft,3403.20751694258,7714506.0,67748.0
10098202,West 34th Street 150,Street Retail,Other Retail,40.75048,-73.98995,1900.0,150 West 34th Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10001-2102,New York,78000.0,sqft,3702.96541542778,7705243.0,67694.0
10101773,Eleventh Avenue 260,Office,Office,40.751,-74.00514,1911.0,260 11th Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10001-1205,New York,184000.0,sqft,515.362346209964,7516671.0,67540.0
10101918,West 33rd Street 137,Street Retail,Other Retail,40.75003,-73.98994,1932.0,137 West 33rd Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10001-2903,New York,3000.0,sqft,3482.31396871136,7703906.0,67728.0
10120032,West 33rd Street 131-135,Street Retail,Other Retail,40.74986,-73.98963,,131-135 West 33rd Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10001-2908,New York,23000.0,sqft,2199.23565765647,7711028.0,67728.0
10120334,Midtown South-Other,Street Retail,Other Retail,40.73118,-73.99194,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,New York,36000.0,sqft,3382.82160923201,,
10120335,Upper East Side-Other,Other Retail,Other Retail,40.77332,-73.95513,,,NY,"New York-Newark-Jersey City, NY-NJ-PA",,New York,22000.0,sqft,1942.55876811109,,
10120336,Soho-Other,Multifamily,Multifamily,40.7278,-73.99356,,692 Broadway/384 Lafayette Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10003-6923,New York,26.0,number_of_units,1555302.39550251,7552425.0,68567.0
10133926,Tenth Avenue 85,Office,Office,40.74335,-74.008,,85 10th Avenue,NY,"New York-Newark-Jersey City, NY-NJ-PA",10011-4725,New York,629000.0,sqft,722.833594915567,7484360.0,67947.0
10139507,Greenwich Street 339,Other Retail,Other Retail,40.71832,-74.01025,,339 Greenwich Street,NY,"New York-Newark-Jersey City, NY-NJ-PA",10013-2807,New York,8000.0,sqft,2291.37612330703,7146231.0,69928.0
